,url,title
44,http://news.heraldcorp.com/view.php?ud=20230807000402,"검찰, ‘혜화역 살인예고’ 30대 남성 구속영장 청구"
45,https://www.ytn.co.kr/_ln/0103_202308051430365793,"""혜화역 칼부림 예고"" 30대 체포...살해 예고 글 작성자 18명 검거"
46,http://www.edaily.co.kr/news/newspath.asp?newsid=01315286635704368,이번엔 할머니 3명 칼부림…아파트서 ‘공포의 비명’ 울렸다
47,https://www.khan.co.kr/national/national-general/article/202308062230001,“열차에 난동범 있다” 아수라장 된 신논현역···경찰·소방 “오인 신고로...
48,https://view.asiae.co.kr/article/2023080411200868930,"""다 찌르겠다"" 분당·강남·의정부·부산까지…전국민 칼부림 '패닉'"
49,https://biz.sbs.co.kr/article_hub/20000130104?division=NAVER,대전 대덕구 고등학교서 칼부림…교사 피습
50,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=4952358,"경찰 ""서현역 칼부림 피의자, 분열성 성격장애 진단"""
51,https://www.joongang.co.kr/article/25182579,익명커뮤니티 대구대 게시판에 ‘칼부림 예고’ 20대 검거
52,https://www.dt.co.kr/contents.html?article_no=2023080402109919607009&ref=naver,"""강력범죄 적은 한국이?""…`묻지마` 칼부림 난동에 외신도 놀랐다"
53,http://news.tvchosun.com/site/data/html_dir/2023/08/04/2023080490087.html,대전 대덕구 고등학교서 칼부림…40대 교사 병원 이송
54,http://www.inews24.com/view/1619956,온라인에 퍼지는 살인 예고 최소 42건…미성년자 작성자도 여럿
55,https://www.g1tv.co.kr/news?mid=1_207_6&newsid=291827,"""내일 원주역 칼부림"" 예고글..경찰 강력 대응"
56,https://www.news1.kr/articles/5130635,"""전 여친 집 근처서 칼부림한다"" 곳곳 '살인예고' 글 잇따라(종합)"
57,http://www.fnnews.com/news/202308042055162586,“치안 강국 맞아?”..한국서 벌어진 ‘묻지마 연쇄 칼부림’에 외신도 놀랐다
58,http://www.thebigdata.co.kr/view.php?ud=202308070552525992cd1e7f0bdf_23,"코맥스, 주가 급등…칼부림 사건에 CCTV 관련주 들썩"
59,http://www.kado.net/news/articleView.html?idxno=1197357,대전 대덕구 A고교에서 칼부림…교사 피습·피의자 도주
60,https://biz.chosun.com/topics/topics_social/2023/08/04/YDTBVGVDKNAI3GUGMU4BDTIRAQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,대전 고교 40대 교사에 칼부림한 20대는 제자…진입 제지 없었다
61,https://www.yna.co.kr/view/AKR20230804140700063?input=1195m,'교내 칼부림' 발생 대전서 흉기 들고 거리 배회 남성 신고 접수
62,https://www.yeongnam.com/web/view.php?key=20230806010000701,[포토뉴스] 라이온즈파크 칼부림 예고로 경찰병력 강화
63,https://www.nongmin.com/article/20230804500110,경기 분당 서현역 ‘묻지마 칼부림’에 14명 부상…공포에 떠는 도심
64,https://www.gukjenews.com/news/articleView.html?idxno=2781412,"""다음엔 구미역 칼부림이다"" 흉기 난동 예고 10대 경찰에 덜미"
65,https://www.mk.co.kr/article/10800573,‘신림 칼부림’ 남성만 노렸는데…‘분당 흉기난동’은 분명 달랐다
66,https://www.sedaily.com/NewsView/29TAWGSE6L,"""장난으로""·""술취해서""…'살인 예고글' 올린 13명 검거"
67,http://www.idaegu.com/newsView/idg202308060099,‘묻지마 칼부림 예고’ 대구경북도 잇따라…야구장에 장갑차까지 등장
68,http://www.dtnews24.com/news/articleView.html?idxno=751233,"'신림동·서현역 칼부림' 불안감 확산...세종경찰, 총력 경계 태세"
69,http://www.pennmike.com/news/articleView.html?idxno=67310,'칼부림 예고글' 청주에 맞게 조작해 SNS 유포했던 30대 자수
70,https://news.imaeil.com/page/view/2023080412160068503,서면·잠실·강남·의정부…'오늘 칼부림 예고 목록'에 인근 주민 공포
71,http://news.mt.co.kr/mtview.php?no=2023080511104643116,"'서현역 칼부림' 피의자, 오늘 구속 여부 결정…곧 신상 공개 검토"
72,https://biz.chosun.com/policy/politics/2023/08/04/O3CEM6OTVBESPFH5VBP6WMDMCU/?utm_source=naver&utm_medium=original&utm_campaign=biz,당정 ‘묻지마 흉기 난동’에 가석방 없는 종신형 검토
73,https://www.gukjenews.com/news/articleView.html?idxno=2781854,[속보]'20분 남았다' 의정부역·대치동 시대인재학원 칼부림 예고
74,http://www.ifm.kr/news/366394,인천 '묻지마 칼부림' 예고에 경찰 '비상근무체제' 돌입...촉각
75,https://www.yeongnam.com/web/view.php?key=20230806010000643,"대구·포천서도 칼부림? 이제는 허위 목격담도…경찰 ""가짜뉴스 엄정대응"""
76,https://imnews.imbc.com/news/2023/society/article/6510976_36126.html,"검찰, 신림역·서현역 칼부림 사건 전담수사팀 구성"
77,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308040046&t=NN,"""여기가 칼부림 왕국이냐?"" 금요일 6곳, 토요일 2곳 협박글"
78,https://www.jeonmae.co.kr/news/articleView.html?idxno=974008,"""관심받고 싶어서""...'원주역 칼부림' 셀프제보 10대 검거"
79,http://www.shinailbo.co.kr/news/articleView.html?idxno=1742123,"김포경찰서, 칼부림 모방범죄 예방 ‘합동순찰활동’"
80,https://www.donga.com/news/Society/article/all/20230803/120551759/1,분당서 차량돌진 뒤 칼부림…부상자 14명중 12명 중상
81,https://www.kwnews.co.kr/page/view/2023080409172954899,'분당 묻지마 흉기 난동' 피해자 중 2명 뇌사 가능성
82,http://www.segye.com/content/html/2023/08/06/20230806508100.html?OutUrl=naver,무장경찰까지 배치했지만… “내가 당할 수도” 호신용품 불티 [‘묻지마 흉기...
83,http://monthly.chosun.com/client/mdaily/daily_view.asp?idx=18120&Newsnumb=20230818120,"수유역 인근 '피투성이' 남성 신고...""칼부림 아닌 자해 시도"""
84,https://www.newscj.com/news/articleView.html?idxno=3051156,대전 대덕구 고등학교서 칼부림… 20대 후반 남성 체포
85,https://www.hankookilbo.com/News/Read/A2023080314510004377?did=NA,"신림동 칼부림 모방 '살인예고' 7건... 경찰, 전담팀 구성"
86,http://www.newspim.com/news/view/20230804000950,[속보] 경산지역 대학교 익명 게시판 '칼부림 예고' 20대 남성 검거
87,https://www.insight.co.kr/news/446367,"칼부림 사건 ""알아서 각자도생 하라""는 경찰관의 글에 공감 쏟아진 이유"
88,https://www.joongang.co.kr/article/25182462,"""다 쑤시러 간다"" ""죽여줄게, XX야""…부산·의정부도 살인 예고 글"
89,http://news.mt.co.kr/mtview.php?no=2023080321220743395,"서현역 칼부림男 ""날 청부살인하려 해"" 횡설수설…마약은 '음성'"
90,https://www.seoul.co.kr/news/newsView.php?id=20230804500106&wlog_tag3=naver,고속터미널역서 ‘흉기 소지’ 남성 체포…살인예고에 “특공대 배치”(종합)
91,http://news.mt.co.kr/mtview.php?no=2023080508083992645,"""일단 도망…찔리면 칼 빼지 마라"" 흉기난동서 생존하려면"
92,http://www.kwangju.co.kr/article.php?aid=1691309400755952005,칼부림 막는다…‘가스총’·‘3단봉’ 무장
93,https://www.chosun.com/national/national_general/2023/08/04/MN2DQJROI5BIVHZL6AH6JJ7LRA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,“대낮 수유동서 피 흘리는 남성” 112 신고... 칼부림 아닌 ‘자해 소동’
94,https://www.dailian.co.kr/news/view/1260315/?sc=Naver,"소방당국 ""분당 서현역 흉기 난동 14명 중 2명 뇌사 가능성"""
95,https://www.nocutnews.co.kr/news/5989213,"칼부림 예고 글, 보안 강화된 지하철역"
96,https://www.news1.kr/articles/5131801,"'살인예고, 올리면 잡힌다'…경찰 ""19명 검거·협박 죄 등 처벌""(종합)"
97,http://www.edaily.co.kr/news/newspath.asp?newsid=01853206635704040,[1보]대전 대덕구 고등학교서 칼부림…교사 피습
98,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1700&key=20230807.22023001534,[사설] 누구나 표적되는 ‘묻지마 칼부림’이 일상인 세상
99,https://www.hankyung.com/society/article/2023080341487,"""우려가 현실로""…서현 '묻지마 칼부림'에 시민들 '비명' [현장+]"
