,url,title,content
0,https://n.news.naver.com/mnews/article/005/0001628674?sid=102,[단독] “젊은女 얼씬 마” 칼부림 예고글…이대 긴급 문자발송,"이화여대 전경. 이화여대 트위터 캡처

전국적으로 ‘칼부림 예고글’이 잇따라 경찰이 수사에 착수한 가운데 4일 밤 ‘이대역 칼부림’을 예고하는 글이 온라인에 올라왔다. 이화여대 측은 경찰에 경비 강화를 요청하고 재학생들에게 이 같은 내용을 알리는 안전 주의 문자를 보낸 것으로 확인됐다.

4일 이화여대 학생처가 이화여대 재학생들에게 보낸 안전 문자. 이화여대 학생 제공

이대 학생처는 이날 오후 4시15분쯤 재학생들에게 발송한 문자를 통해 “온라인에 오늘 밤 11시 이대역 흉기 난동 예고 글이 게재됐다”면서 안전에 주의할 것을 당부했다.

이어 “학교는 이를 인지하고 서대문경찰서에 협조를 요청해 경계태세를 강화하고 있다”면서 “가급적 이대역 인근 방문을 자제하고 당분간 다중이용 장소 및 시설 이용을 자제 바란다”고 전했다.

학교의 이 같은 조치는 이날 오전 온라인에서 젊은 여성을 대상으로 범행하겠다며 이대역 칼부림을 예고한 글이 올라온 데 따른 것이다. 앞서 이날 오전 10시15분쯤 온라인커뮤니티 디시인사이드에 ‘오늘밤 11시에 이대역에서 칼부림 예정이다’라는 제목의 글이 올라왔다.

온라인커뮤니티 디씨인사이드에 올라온 이대역 칼부림 예고 글. 온라인커뮤니티 캡처

해당 글 게시자는 “다 죽여버릴 거니까 기대하라”며 “특히 젊은 여자면 얼씬도 하지 말라”고 말했다.

현재 해당 글은 삭제된 상태다.

이화여대 학생들은 재학생 커뮤니티에서 학교로부터 받은 안전 문자를 공유하면서 불안감을 토로하고 있다.

한 재학생은 “다들 문자를 받았냐. 진짜 언제 죽을지 모른다 조심하라”고 우려했다. 또 다른 학생도 “학교에서 늦게까지 공부하는 친구들 조심하라”고 전했다.

이와 관련 경찰 관계자는 “해당 예고 글을 인지하고 있고 전반적으로 경계 태세를 강화하고 있다”고 밝혔다."
1,https://n.news.naver.com/mnews/article/003/0012014179?sid=102,"'신림동 칼부림' 조선은 사이코패스…경찰 ""기준 부합""","사이코패스 진단검사 결과 확인
[서울=뉴시스] 조성우 기자 = '신림동 묻지마 칼부림' 사건 피의자인 조선(33·구속송치)이 사이코패스라는 심리 검사 결과가 나왔다. 사진은 지난달 28일 서울 관악구 서울관악경찰서에서 검찰로 송치되는 모습. (공동취재사진) 2023.07.28. photo@newsis.com


[서울=뉴시스]정진형 위용성 기자 = '신림동 묻지마 칼부림' 사건 피의자인 조선(33·구속송치)이 사이코패스라는 심리 검사 결과가 나왔다.

경찰청 관계자는 4일 기자들과 만나 조씨에 대해 ""사이코패스 기준에 부합하는 것으로 확인됐다""며 ""정확한 수치는 변동 가능성이 있다""고 밝혔다.

앞서 경찰은 지난달 26일 프로파일러 3명을 투입해 조선에 대한 사이코패스 진단검사(PCL-R)를 실시한 바 있다.

조씨는 하루 전인 같은 달 25일에는 자술서를 작성할 시간을 달라거나, ""감정이 복잡하다""는 이유로 한 차례 검사를 거부했었다.

조씨는 경찰 조사 과정에서 ""나는 불행하게 사는데 남들도 불행하게 만들고 싶었고, 분노에 가득 차 범행을 한 것""이라고 진술했고, ""오래전부터 살인에 대한 욕구가 있었다"", ""사이코패스 성향이 있는 것 같다""는 취지로 말한 것으로 전해졌다.

조씨는 지난달 21일 오후 2시7분께 서울 관악구 신림역 4번 출구 인근 골목에서 흉기를 휘둘러 20대 남성 1명을 살해하고, 다른 남성 3명을 다치게 한 혐의를 받는다.

경찰은 같은 달 28일 조씨를 살인 및 살인미수, 절도, 사기 등 혐의로 서울중앙지검에 구속 송치했다."
2,https://n.news.naver.com/mnews/article/001/0014112178?sid=102,"대전 고등학교 칼부림 용의자, 7~8㎞ 떨어진 태평동 도로서 검거","대전서 교사 칼부림 피습
(대전=연합뉴스) 김준범 기자 = 4일 오전 대전 대덕구 한 고등학교에서 20∼30대로 추정되는 남성이 40대 교사를 흉기로 찌르고 도주하는 사건이 발생했다. 사진은 사건이 발생한 학교 모습. 2023.8.4 psykims@yna.co.kr


(대전=연합뉴스) 이주형 기자 = 4일 오전 10시 3분께 대전 대덕구의 한 고등학교에서 40대 교사를 흉기로 찌르고 도주한 남성이 검거됐다.

대전경찰청은 사건 접수 후 2시간 17분 만인 이날 낮 12시 20분께 사건 현장에서 서남쪽으로 7∼8㎞ 정도 떨어진 중구 태평동 한 도로에서 용의자 A씨를 검거했다.

A씨의 정확한 신원은 아직 밝혀지지 않았다.

경찰과 교육 당국 등에 따르면 A씨는 이날 오전 학교 정문에서 본인을 '졸업생'으로 소개하고 교내로 들어온 뒤 교무실을 방문, 교사 B(49)씨를 찾았다.

그는 '수업 중'이란 말을 듣고 교실 밖에서 기다리다 화장실을 가려고 나온 교사 B씨를 찌르고 그대로 달아났다.

B씨는 이후 의식이 불분명한 상태로 병원으로 옮겨져 현재 긴급 수술을 받고 있는 것으로 알려졌다.

앞서 대전경찰청은 대덕경찰서 형사팀 전원과 강력범죄수사대 3개팀, 경찰특공대 등 200여명을 동원해 A씨 추적 작전을 벌였다.

coolee@yna.co.kr"
3,https://n.news.naver.com/mnews/article/001/0014111909?sid=102,[2보] 대전 대덕구 고등학교서 칼부림…40대 교사 병원 이송,"대전 대덕구 고등학교서 칼부림…40대 교사 병원 이송
[연합뉴스 자료사진]


(대전=연합뉴스) 이주형 기자 = 4일 오전 10시 3분께 대전 대덕구의 한 고등학교에서 청소년으로 추정되는 남성이 40대 교사를 흉기로 찌르고 도주하는 사건이 발생했다.

신고받고 출동한 소방 당국은 의식이 없는 피해자를 병원으로 옮겼고, 경찰은 현재 용의자를 추적 중이다.

경찰에 따르면 용의자는 이날 교무실에 찾아와 해당 교사를 찾았고, 수업 중이라는 말을 듣고 교실 밖에서 기다리다 화장실을 가려고 나온 교사 B씨를 찌르고 도주한 것으로 파악됐다.

coolee@yna.co.kr"
4,https://n.news.naver.com/mnews/article/025/0003298602?sid=102,대전 대덕구 고교서 칼부림…교무실서 교사 찔렀다,"4일 오전 교사 피습사건이 발생한 대전 대덕구의 고등학교에서 경찰이 현장을 조사하고 있다. 신진호 기자
4일 대전 대덕구의 한 고등학교에서 20~30대로 추정되는 남성이 40대 남성 교사를 흉기로 찌른 뒤 도주하는 사건이 발생했다.

피해자는 신고를 받고 출동한 소방당국에 의해 인근 병원으로 이송됐다. 현재 의식이 없는 것으로 전해졌다.

경찰은 목격자 진술 등을 토대로 일반인인 용의자 A씨가 학교 2층 교무실에 찾아와 피해자인 교사 B씨에 대해 물어보고, 수업 중이라고 하자 1시간을 밖에서 기다렸다가 수업이 끝난 후 교무실에 다시 들어와 범행을 저지른 것으로 파악하고 있다.

A씨는 자신을 학교 졸업생이라고 밝히고 교내에 들어온 것으로 전해졌다.

경찰은 범행 현장에서 B씨가 “내가 잘못했다”는 말을 했다고 목격자가 진술한 것을 근거로 이번 범행이 면식범의 소행이라고 추정하고 수사를 벌이고 있다.

경찰은 범행 후 도망친 용의자를 추적 중이다. 아직 신원을 특정하지는 못했다."
5,https://n.news.naver.com/mnews/article/047/0002401544?sid=102,"대구 PC방 칼부림 사건? 경찰 ""가짜 뉴스""","지난 3일 온라인 커뮤니티 통해 전파... 부정확한 사실 유포하면 처벌 받을 수 있어

▲  지난 3일 한 인터넷 커뮤니티에 '대구 PC방 칼부림' 글이 올라왔으나 경찰은 사실이 아니라고 밝혔다.
ⓒ 대구경찰청

 
인터넷 커뮤니티에서 전파되고 있는 '대구 PC방 칼부림' 게시글이 사실이 아닌 것으로 확인됐다.
 
대구경찰청은 4일 ""발생하지도 않은 PC방 칼부림 내용을 인터넷 커뮤니티에 계속 퍼나르고 있다""며 ""이는 사실이 아니""라고 밝혔다.
 
앞서 지난 3일 한 인터넷 커뮤니티에는 ""지난 3일 오전 3시경 대구 한 PC방에서 칼부림 사건이 발생했다""며 ""알바생과 용의자(손님)가 말다툼 도중 용의자가 소지한 칼로 종업원에게 상해를 가하고 도주한 사건으로 경찰이 용의자를 수색 중""이란 내용의 글이 올라왔다.
 
해당 글은 같은 날 오후 3시께 삭제됐으나 복사본이 여전히 퍼지고 있다.
 
경찰은 ""사실관계 등을 확인한 바 위와 같은 사건은 대구지역에 없는 것으로 파악됐다""며 ""부정확한 사실을 유포하여 시민들을 불안하게 하는 것은 법률상처벌 받을 수 있다""고 말했다."
6,https://n.news.naver.com/mnews/article/081/0003382666?sid=102,‘묻지마 칼부림’ 유사범행 암시자들 속속 검거…“죄송합니다”,"서울신문DB
경기 성남시 모란역 일대에서 살인 범죄를 저지르겠다는 내용의 온라인 게시물을 쓴 작성자가 경찰에 붙잡혔다.

경기남부경찰청은 4일 협박 혐의로 20대 남성 A씨를 불구속 입건해 조사하고 있다.

A씨는 이날 오후 2시 30분께 지인의 페이스북 게시물에 “모란역 오늘 7시 2명 죽이겠습니다”라는 댓글을 작성한 혐의를 받고 있다.

경찰은 게시물을 통해 A씨의 신원을 특정하고 임의동행 형식으로 A씨를 조사했다.

경찰은 A씨가 실제 범행을 준비했을 가능성을 확인하기 위해 자택에 흉기 등이 있는지를 조사하고 A씨의 휴대전화를 디지털 포렌식하고 있다.

현재까지 A씨에게서 실제 범행을 준비한 정황은 확인되지 않았다.

A씨는 경찰 조사에서 “지인이 묻지마 범죄를 걱정하는 글을 썼길래 장난삼아 쓴 댓글”이라며 “죄송하다”고 진술한 것으로 전해졌다.

경찰은 만일의 사태를 대비해 A씨를 상대로 구체적인 범행 경위를 조사할 방침이다.

경찰은 온라인 커뮤니티, 소셜미디어(SNS) 등에 대한 모니터링을 통해 살인 예고 글을 적발하고 살인예고 글 게시자들에 대해서 협박 혐의를 적용하고 있다.

협박죄를 저지른 경우에는 3년 이하의 징역, 500만원 이하의 벌금에 처해진다.

경기 북부에서도 지난 3일 발생한 서현역 묻지마 칼부림 범행과 유사범행을 암시한 용의자가 검거됐다.

경기북부경찰청은 같은 날 인터넷 상에 “내일 모레 의정부역 기대하라 이기야”라는 내용의 유사범행 암시글을 올린 용의자 B씨를 임의 동행 방식으로 조사해 게시 동기 등에 대해 수사를 하고 있다고 밝혔다.

경찰 관계자는 “서현역, 오리역 등에 대한 살인 예고 글 사건들에 대해서 사이버수사대가 집중 수사해 엄정 대응하겠다”며 “게시자를 끝까지 추적, 검거해 시민들의 불안감을 해소하기 위해 노력하겠다”고 말했다."
7,https://n.news.naver.com/mnews/article/009/0005168294?sid=100,당정 ‘묻지마 칼부림’에 가석방 없는 종신형 추진,"與, 국민여론 수렴 단계 거칠 것


발언하는 박대출 국민의힘 정책위의장 [연합뉴스]
국민의힘과 정부는 ‘묻지마 흉기난동’ 범죄에 대응하기 위해 ‘가석방 없는 종신형’ 신설을 추진한다.

4일 박대출 국민의힘 정책위의장은 “당정은 지난달 21일 발생한 이른바 ‘신림역 흉기 난동’ 사건 직후 비공개회의를 열고 이같은 대책을 마련했다”고 밝혔다. 다만 가석방 없는 종신형에 대해 다양한 의견이 있을 수 있는 만큼 전문가 의견 청취 등 국민 여론 수렴 단계를 거치자는 데 당정이 뜻을 모은 것으로 전해졌다.

당정은 ‘경찰의 치안 업무 강화’도 중점적으로 논의했다. 강남역·신림역 등 유동 인구가 많은 지역에 대해서는 ‘순찰’ 방식 대신 경찰 인력이 상시 근무하는 ‘거점 배치’ 방식을 적용하는 방안이 논의됐다.

박 의장은 이날 페이스북에서 “가해자의 인권보다 더 중요한 것은 일반 국민의 일상”이라며 “참혹한 ‘묻지마 테러’가 또 발생하지 않도록 정책적 뒷받침에 최선을 다하겠다”고 강조했다.

지난 3일 경기 성남시 분당구 서현역 인근에서 흉기 난동 사건이 발생해 부상자 14명이 발생했다. 지난달 21일 서울 관악구 신림역 인근에서 흉기 난동으로 사상자가 나온 지 약 2주 만이다.

이후 온라인상에서 서울 잠실역, 강남역, 한티역 등을 언급한 모방 범죄 예고 글이 올라오면서 시민들의 우려가 커지고 있다.

박광온 더불어민주당 원내대표도 이날 기자들과 만나 “정부가 치안인력을 총동원해서 더욱 더 시민안전을 위해 총력 기울여줄 것을 요청한다”며 “가중처벌 뿐만이 아니라 사법적 어떤 고려를 하지 않고 예외없이 단호하게 엄정 처벌하겠다는 의지를 정부가 분명히 밝힐 것을 요구한다”고 강조했다."
8,https://n.news.naver.com/mnews/article/421/0006972023?sid=102,"학교 교무실서 40대 교사에 칼부림 20대 ""사제지간이었다""(종합)","공격당한 40대 교사 중태…""외부인 침입 저지 없었던 듯""
범행 2시간만에 거주지 인근서 검거…'살인미수' 영장 예정
4일 오전 10시께 대전 대덕구의 한 고등학교에서 학교로 침입한 20대가 40대 교사를 흉기로 찌르고 달아나는 사건이 발생했다.(독자 제공) ⓒ 뉴스1


(대전=뉴스1) 김종서 기자 = 4일 대전 대덕구의 한 고등학교에서 20대 남성이 40대 교사를 흉기로 찌르고 도주하는 사건이 발생한 가운데, 당시 피의자가 별다른 제지 없이 학교로 진입했던 것으로 조사됐다.

배인호 대전대덕경찰서 형사과장은 이날 살인미수 혐의를 받는 20대 후반 A씨에 대한 검거브리핑에서 “현재까지 확보한 폐쇄회로(CCTV) 영상에서는 당시 A씨가 학교 정문을 통해 혼자 들어갔고 별다른 제지는 없었던 것으로 보인다”고 말했다.

당시 학교 측 직원들이 A씨의 신원을 확인하거나 외부인 방문 절차를 이행했는지 등에 대한 사실이 불분명하다는 설명이다.

배 과장은 또 “검거 당시 범행 사실을 자백했고 가지고 있던 가방에서 흉기와 피해자의 혈흔이 묻은 옷이 발견됐다”며 “A씨는 피해자와 사제지간이었다고 진술했다”고 말했다.

다만 피해자가 사건이 발생한 학교를 졸업한 것은 아니라고 경찰은 덧붙였다.

경찰은 A씨에 대한 살인미수 혐의 구속영장을 신청하는 한편, 범행 경위를 계속 조사할 방침이다.

A씨는 이날 오전 10시께 대전 대덕구의 한 고등학교 교무실에서 40대 교사 B씨를 흉기로 7회 찌른 뒤 도주한 혐의를 받고 있다.

B씨는 2층 교무실에서 공격당한 뒤 1층 행정실 앞까지 피신했다가 쓰러졌다. 이후 의식을 잃은 상태로 대전의 한 대학병원으로 이송돼 긴급수술을 받은 뒤 현재 외상 중환자실에서 회복 중인 것으로 확인됐다. 생명에는 지장이 없는 것으로 전해졌다.

경찰은 A씨가 택시를 타고 학교를 찾은 뒤 다시 택시로 이동한 사실을 CCTV를 통해 확인, 동선을 역추적해 A씨 주거지와 인접한 대전 중구의 한 아파트 인근에서 A씨를 붙잡았다.

당시 A씨는 집에서 옷을 갈아입은 뒤 가방에 범행에 사용한 흉기와 입고 있던 옷을 담고 다시 밖으로 나오다가 검거됐다.

해당 학교는 학생들을 학교 내에서 보호, 검거 소식이 전해진 뒤 오후 2시 하교 조치했다.

학교는 지난 3일 개학해 이날 정상 수업을 진행, 범행 당시 교무실에는 다른 교직원들도 있었던 것으로 확인됐다."
9,https://n.news.naver.com/mnews/article/469/0000753416?sid=102,"한 총리 ""잼버리 예비비 즉각 집행… 칼부림 사건 대책 조속히 마련""","한덕수 국무총리가 4일 오전 정부서울청사에서 열린 국가물관리위원회에 참석해 발언하고 있다. 연합뉴스


한덕수 국무총리가 4일 임시국무회의를 열고 폭염 가운데 열린 2023 새만금 세계스카우트잼버리와 관련해 ""여성가족부 등 관계부처는 이번에 의결되는 예비비 등을 즉각 집행해 잼버리 현장에서 온열 환자를 예방하고, 식사와 시설, 위생, 안전 등을 위해 필요한 모든 조치가 신속히 마련될 수 있도록 조치해달라""고 지시했다. 이날 회의에선 윤석열 대통령 지시에 따라 냉장냉동 탑차 공급 등 대회 지원에 필요한 60여 억 원의 예비비가 의결될 예정이다.

한 총리는 아울러 ""신림역 무차별 칼부림 사건의 상처가 채 가시기도 전에 안타깝게도 어제 분당 서현역에서 유사한 범죄가 발생했다""고 잇단 흉기 난동 사건을 언급했다. 한 총리는 ""경찰청은 이번 사건에 대한 철저한 수사와 원인 규명을 신속히 해주기 바란다""며 ""유사 범죄 재발 방지를 위해 근본적인 예방대책부터 검거, 처벌, 재활에 이르는 전 과정에 대해 관계부처 합동으로 촘촘한 대책을 조속히 마련해 주기 바란다""고 당부했다."
