"날짜","종가","시가","고가","저가","거래량","변동 %"
"2021- 09- 24","1,179.68","1,174.83","1,182.05","1,171.81","","0.43%"
"2021- 09- 23","1,174.63","1,181.99","1,186.62","1,170.36","","-0.60%"
"2021- 09- 22","1,181.75","1,184.41","1,185.53","1,178.25","","-0.19%"
"2021- 09- 21","1,183.96","1,187.39","1,188.61","1,182.66","","-0.14%"
"2021- 09- 20","1,185.67","1,181.56","1,192.41","1,181.47","","0.42%"
"2021- 09- 17","1,180.69","1,175.36","1,182.81","1,174.23","","0.47%"
"2021- 09- 16","1,175.19","1,166.39","1,176.94","1,165.20","","0.77%"
"2021- 09- 15","1,166.23","1,172.41","1,174.70","1,164.77","","-0.51%"
"2021- 09- 14","1,172.23","1,173.44","1,175.20","1,166.38","","-0.05%"
"2021- 09- 13","1,172.83","1,170.38","1,177.53","1,170.02","","0.22%"
"2021- 09- 10","1,170.23","1,169.81","1,174.13","1,164.83","","0.05%"
"2021- 09- 09","1,169.64","1,167.14","1,172.21","1,166.05","","0.27%"
"2021- 09- 08","1,166.54","1,162.16","1,168.83","1,161.15","","0.39%"
"2021- 09- 07","1,161.98","1,157.33","1,166.02","1,155.00","","0.43%"
"2021- 09- 06","1,157.04","1,155.75","1,159.97","1,154.53","","0.24%"
"2021- 09- 03","1,154.28","1,158.23","1,159.71","1,152.54","","-0.33%"
"2021- 09- 02","1,158.05","1,156.08","1,162.44","1,155.05","","0.22%"
"2021- 09- 01","1,155.47","1,158.95","1,160.64","1,154.54","","-0.28%"
"2021- 08- 31","1,158.73","1,166.07","1,167.43","1,155.18","","-0.48%"
"2021- 08- 30","1,164.34","1,162.33","1,167.71","1,161.88","","0.27%"
"2021- 08- 27","1,161.23","1,170.71","1,174.77","1,160.89","","-0.79%"
"2021- 08- 26","1,170.53","1,164.05","1,172.01","1,162.97","","0.57%"
"2021- 08- 25","1,163.87","1,164.02","1,169.37","1,162.92","","0.02%"
"2021- 08- 24","1,163.65","1,169.06","1,171.57","1,163.10","","-0.49%"
"2021- 08- 23","1,169.36","1,175.24","1,177.56","1,167.43","","-0.49%"
"2021- 08- 20","1,175.15","1,176.46","1,184.85","1,171.21","","-0.10%"
"2021- 08- 19","1,176.28","1,170.28","1,178.40","1,169.66","","0.53%"
"2021- 08- 18","1,170.03","1,177.44","1,179.94","1,166.89","","-0.62%"
"2021- 08- 17","1,177.30","1,165.45","1,179.80","1,164.60","","1.03%"
"2021- 08- 16","1,165.28","1,162.37","1,168.81","1,161.46","","0.34%"
"2021- 08- 13","1,161.37","1,163.16","1,171.15","1,160.38","","-0.14%"
"2021- 08- 12","1,162.98","1,154.16","1,166.15","1,152.96","","0.78%"
"2021- 08- 11","1,153.98","1,152.90","1,159.69","1,151.89","","0.11%"
"2021- 08- 10","1,152.70","1,147.07","1,154.29","1,145.78","","0.51%"
"2021- 08- 09","1,146.89","1,145.93","1,148.86","1,142.35","","0.17%"
"2021- 08- 06","1,144.93","1,142.94","1,148.29","1,140.15","","0.20%"
"2021- 08- 05","1,142.59","1,144.94","1,146.84","1,140.62","","-0.19%"
"2021- 08- 04","1,144.76","1,148.63","1,149.72","1,140.02","","-0.32%"
"2021- 08- 03","1,148.44","1,150.35","1,153.91","1,146.59","","-0.15%"
"2021- 08- 02","1,150.18","1,151.90","1,154.60","1,148.52","","-0.11%"
"2021- 07- 30","1,151.41","1,143.30","1,154.78","1,142.04","","0.73%"
"2021- 07- 29","1,143.12","1,150.44","1,152.12","1,140.48","","-0.62%"
"2021- 07- 28","1,150.27","1,154.44","1,159.96","1,149.24","","-0.34%"
"2021- 07- 27","1,154.25","1,152.71","1,158.65","1,148.86","","0.15%"
"2021- 07- 26","1,152.54","1,152.12","1,157.24","1,151.26","","0.09%"
"2021- 07- 23","1,151.52","1,150.86","1,155.41","1,147.15","","0.08%"
"2021- 07- 22","1,150.55","1,149.48","1,153.12","1,146.85","","0.11%"
"2021- 07- 21","1,149.31","1,148.46","1,156.44","1,147.07","","0.16%"
"2021- 07- 20","1,147.47","1,151.92","1,153.07","1,146.55","","-0.29%"
"2021- 07- 19","1,150.83","1,142.50","1,155.59","1,141.85","","0.82%"
"2021- 07- 16","1,141.51","1,141.77","1,144.28","1,137.99","","-0.01%"
"2021- 07- 15","1,141.59","1,144.36","1,148.31","1,138.93","","-0.23%"
"2021- 07- 14","1,144.22","1,150.11","1,152.27","1,142.63","","-0.50%"
"2021- 07- 13","1,149.94","1,147.18","1,152.90","1,141.21","","0.27%"
"2021- 07- 12","1,146.85","1,145.31","1,150.06","1,144.18","","0.27%"
"2021- 07- 09","1,143.73","1,146.81","1,150.52","1,143.18","","-0.25%"
"2021- 07- 08","1,146.59","1,141.65","1,151.69","1,139.55","","0.45%"
"2021- 07- 07","1,141.50","1,136.93","1,144.27","1,135.03","","0.42%"
"2021- 07- 06","1,136.75","1,130.59","1,139.97","1,129.03","","0.56%"
"2021- 07- 05","1,130.42","1,130.77","1,132.72","1,128.13","","-0.01%"
"2021- 07- 02","1,130.53","1,134.51","1,138.60","1,129.60","","-0.33%"
"2021- 07- 01","1,134.33","1,130.63","1,135.98","1,128.28","","0.34%"
"2021- 06- 30","1,130.48","1,131.80","1,132.89","1,125.59","","-0.10%"
"2021- 06- 29","1,131.62","1,130.21","1,134.77","1,127.65","","0.14%"
"2021- 06- 28","1,130.04","1,127.34","1,132.68","1,126.58","","0.26%"
"2021- 06- 25","1,127.12","1,131.87","1,133.10","1,124.10","","-0.32%"
"2021- 06- 24","1,130.78","1,136.03","1,138.69","1,129.97","","-0.45%"
"2021- 06- 23","1,135.85","1,133.73","1,138.63","1,131.17","","0.20%"
"2021- 06- 22","1,133.57","1,131.57","1,138.81","1,130.35","","0.19%"
"2021- 06- 21","1,131.40","1,135.24","1,139.47","1,130.91","","-0.31%"
"2021- 06- 18","1,134.94","1,134.47","1,138.14","1,128.06","","0.06%"
"2021- 06- 17","1,134.30","1,132.84","1,137.00","1,127.35","","0.14%"
"2021- 06- 16","1,132.68","1,118.09","1,137.17","1,115.74","","1.40%"
"2021- 06- 15","1,117.09","1,117.33","1,119.39","1,116.14","","0.07%"
"2021- 06- 14","1,116.33","1,116.55","1,120.05","1,114.45","","-0.01%"
"2021- 06- 11","1,116.40","1,112.56","1,118.54","1,109.25","","0.37%"
"2021- 06- 10","1,112.32","1,117.03","1,119.26","1,111.93","","-0.29%"
"2021- 06- 09","1,115.61","1,117.72","1,119.02","1,112.30","","-0.19%"
"2021- 06- 08","1,117.72","1,110.80","1,118.81","1,108.99","","0.64%"
"2021- 06- 07","1,110.62","1,110.68","1,114.53","1,109.07","","0.01%"
"2021- 06- 04","1,110.52","1,116.64","1,119.51","1,108.77","","-0.53%"
"2021- 06- 03","1,116.46","1,111.10","1,118.82","1,108.86","","0.50%"
"2021- 06- 02","1,110.92","1,108.49","1,114.81","1,106.78","","0.23%"
"2021- 06- 01","1,108.38","1,108.08","1,110.59","1,104.69","","0.16%"
"2021- 05- 31","1,106.58","1,113.83","1,117.42","1,106.50","","-0.58%"
"2021- 05- 28","1,113.08","1,118.72","1,119.35","1,112.86","","-0.49%"
"2021- 05- 27","1,118.55","1,116.79","1,120.32","1,115.07","","0.17%"
"2021- 05- 26","1,116.61","1,122.54","1,123.49","1,114.67","","-0.51%"
"2021- 05- 25","1,122.36","1,123.60","1,126.55","1,120.35","","-0.10%"
"2021- 05- 24","1,123.48","1,127.86","1,129.60","1,122.80","","-0.37%"
"2021- 05- 21","1,127.63","1,127.99","1,129.36","1,122.24","","0.00%"
"2021- 05- 20","1,127.66","1,131.35","1,134.41","1,127.17","","-0.31%"
"2021- 05- 19","1,131.18","1,127.07","1,133.31","1,124.60","","0.38%"
"2021- 05- 18","1,126.93","1,136.91","1,139.74","1,125.64","","-0.86%"
"2021- 05- 17","1,136.73","1,126.52","1,139.74","1,125.95","","0.97%"
"2021- 05- 14","1,125.79","1,126.89","1,131.31","1,125.23","","-0.08%"
"2021- 05- 13","1,126.73","1,132.92","1,136.13","1,126.17","","-0.53%"
"2021- 05- 12","1,132.73","1,119.67","1,133.94","1,118.74","","1.17%"
"2021- 05- 11","1,119.58","1,116.83","1,122.39","1,114.95","","0.26%"
"2021- 05- 10","1,116.68","1,112.97","1,118.10","1,110.49","","0.49%"
"2021- 05- 07","1,111.23","1,120.45","1,123.67","1,109.48","","-0.81%"
"2021- 05- 06","1,120.28","1,125.02","1,127.02","1,119.63","","-0.39%"
"2021- 05- 05","1,124.72","1,125.94","1,128.30","1,122.18","","-0.09%"
"2021- 05- 04","1,125.77","1,120.50","1,128.92","1,118.84","","0.48%"
"2021- 05- 03","1,120.34","1,117.76","1,124.94","1,115.51","","0.28%"
"2021- 04- 30","1,117.16","1,107.81","1,119.45","1,106.52","","0.86%"
"2021- 04- 29","1,107.63","1,110.06","1,111.17","1,105.30","","-0.20%"
"2021- 04- 28","1,109.88","1,113.43","1,115.52","1,108.31","","-0.31%"
"2021- 04- 27","1,113.33","1,110.44","1,114.55","1,108.27","","0.28%"
"2021- 04- 26","1,110.27","1,115.85","1,116.95","1,108.96","","-0.40%"
"2021- 04- 23","1,114.72","1,120.18","1,121.54","1,113.94","","-0.36%"
"2021- 04- 22","1,118.79","1,116.70","1,121.69","1,114.13","","0.22%"
"2021- 04- 21","1,116.35","1,117.45","1,121.61","1,114.78","","-0.08%"
"2021- 04- 20","1,117.28","1,115.51","1,119.74","1,110.29","","0.17%"
